Project Name,Package Name,Type Name,Method Name,Code Smell
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,processText,Long Statement
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,processCompletedListener,Long Statement
.,org.activiti.examples,DemoApplication,pickRandomString,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,processText,Long Statement
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Long Statement
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,pickRandomString,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,processFile,Long Statement
.,org.activiti.examples,DemoApplication,getProcessDefinition,Magic Number
.,org.activiti.examples,DemoApplicationConfiguration,userDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,userDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,userDetailsService,Magic Number
.,org.activiti.examples,DemoApplicationConfiguration,userDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,run,Long Statement
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,taskAssignedListener,Long Statement
.,org.activiti.examples,DemoApplication,taskCompletedListener,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,processText,Long Statement
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,processText,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Long Statement
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,checkAndWorkOnTasksWhenAvailable,Magic Number
.,org.activiti.examples,DemoApplication,pickRandomString,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,listCompletedProcesses,Long Statement
.,org.activiti.examples,DemoApplication,listAllCreatedVariables,Long Statement
.,org.activiti.examples,DemoApplication,completeAvailableTasks,Magic Number
.,org.activiti.examples,DemoApplication,completeAvailableTasks,Magic Number
.,org.activiti.examples,DemoApplication,listTaskVariables,Long Statement
.,org.activiti.examples,DemoApplication,listProcessVariables,Long Statement
.,org.activiti.examples,DemoApplication,listProcessVariables,Long Statement
.,org.activiti.examples,DemoApplication,startProcess,Long Statement
.,org.activiti.examples,DemoApplication,listAvailableProcesses,Magic Number
.,org.activiti.examples,DemoApplication,getConnector,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.examples,DemoApplication,run,Magic Number
.,org.activiti.examples,DemoApplication,processFile,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Long Statement
.,org.activiti.examples,DemoApplicationConfiguration,myUserDetailsService,Magic Number
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGt,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testGe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testLe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testEq,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testEq,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testNe,Empty catch clause
.,org.activiti.core.el.juel.misc,BooleanOperationsTest,testNe,Empty catch clause
.,org.activiti.core.el.juel.misc,NumberOperationsTest,testAdd,Magic Number
.,org.activiti.core.el.juel.misc,NumberOperationsTest,testAdd,Magic Number
.,org.activiti.core.el.juel.misc,NumberOperationsTest,testAdd,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToCharacter,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToLong,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToShort,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToByte,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToDouble,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToFloat,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigDecimal,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToBigInteger,Magic Number
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToType,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImplTest,testToType,Empty catch clause
.,org.activiti.core.el.juel.misc,LocalMessages,get,Empty catch clause
.,org.activiti.core.el.juel.misc,TypeConverterImpl,coerceToType,Complex Conditional
.,org.activiti.core.el.juel.misc,TypeConverterImpl,coerceToType,Complex Method
.,org.activiti.core.el.juel.misc,NumberOperations,neg,Complex Method
.,org.activiti.core.el.juel.misc,BooleanOperations,lt0,Complex Method
.,org.activiti.core.el.juel.misc,BooleanOperations,gt0,Complex Method
.,org.activiti.core.el.juel.misc,BooleanOperations,eq,Complex Method
.,org.activiti.core.el.juel.tree.impl,ParserTest,testComposite,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ParserTest,testChoice,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testString,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testKeywords,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Empty catch clause
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testOperators,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testMixed,Long Statement
.,org.activiti.core.el.juel.tree.impl,ScannerTest,testMixed,Long Statement
.,org.activiti.core.el.juel.tree.impl,CacheTest,testSingleThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testSingleThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testSingleThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,CacheTest,testMultiThread,Magic Number
.,org.activiti.core.el.juel.tree.impl,Parser,putExtensionHandler,Magic Number
.,org.activiti.core.el.juel.tree.impl,Parser,tree,Complex Method
.,org.activiti.core.el.juel.tree.impl,Parser,or,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,and,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,eq,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,cmp,Complex Method
.,org.activiti.core.el.juel.tree.impl,Parser,cmp,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,add,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,mul,Complex Method
.,org.activiti.core.el.juel.tree.impl,Parser,mul,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,unary,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,value,Complex Method
.,org.activiti.core.el.juel.tree.impl,Parser,value,Missing default
.,org.activiti.core.el.juel.tree.impl,Parser,nonliteral,Complex Conditional
.,org.activiti.core.el.juel.tree.impl,Parser,nonliteral,Long Statement
.,org.activiti.core.el.juel.tree.impl,Parser,literal,Complex Method
.,org.activiti.core.el.juel.tree.impl,Parser,function,Magic Number
.,org.activiti.core.el.juel.tree.impl,Parser,identifier,Magic Number
.,org.activiti.core.el.juel.tree.impl,Scanner,nextText,Complex Method
.,org.activiti.core.el.juel.tree.impl,Scanner,nextText,Missing default
.,org.activiti.core.el.juel.tree.impl,Scanner,nextNumber,Complex Conditional
.,org.activiti.core.el.juel.tree.impl,Scanner,nextNumber,Complex Conditional
.,org.activiti.core.el.juel.tree.impl,Scanner,nextNumber,Complex Method
.,org.activiti.core.el.juel.tree.impl,Scanner,nextEval,Complex Method
.,org.activiti.core.el.juel.tree.impl,Cache,Cache,Magic Number
.,org.activiti.core.el.juel.tree.impl,Cache,Cache,Magic Number
.,org.activiti.core.el.juel.tree.impl,Cache,Cache,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstNullTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstFunctionTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstCompositeTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstCompositeTest,testGetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,setUp,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testEval,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testGetType,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testGetType,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testIsReadOnly,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBracketTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,setUp,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,setUp,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,setUp,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,setUp,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testEval,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testGetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstIdentifierTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstUnaryTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBooleanTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstNumberTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstChoiceTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstChoiceTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testEval,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testGetType,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testSetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Long Statement
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstDotTest,testGetMethodInfo,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstStringTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstMethodTest,testEval,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstMethodTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstMethodTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstMethodTest,testInvoke,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstMethodTest,testInvoke,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBinaryTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBinaryTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBinaryTest,testEval,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstBinaryTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstBinaryTest,testGetValue,Magic Number
.,org.activiti.core.el.juel.tree.impl.ast,AstTextTest,testSetValue,Empty catch clause
.,org.activiti.core.el.juel.tree.impl.ast,AstRightValue,invoke,Long Parameter List
