Project Name,Package Name,Type Name,Method Name,Code Smell
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIdsForScope,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIdsForScope,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByExecutionIdsForScope,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByTaskIds,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByTaskIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByTaskIds,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByTaskIdsForScope,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricVariableQueryByTaskIdsForScope,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricProcessVariableOnDeletion,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testVariableUpdatesLinkedToActivity,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testVariableUpdatesLinkedToActivity,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testVariableUpdatesLinkedToActivity,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricProcessInstanceDeleteCascadesCorrectly,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testHistoricProcessInstanceDeleteCascadesCorrectly,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricVariableInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testNativeHistoricDetailQuery,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testChangeType,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testChangeType,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testRestrictByExecutionId,Long Statement
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testRestrictByExecutionId,Magic Number
.,org.activiti.engine.test.history,HistoricVariableInstanceTest,testRestrictByExecutionId,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceNoop,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceReceive,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceReceive,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceUnfinished,Long Identifier
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceForEventsQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceForEventsQuery,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceProperties,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceCalledProcessId,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testHistoricActivityInstanceCalledProcessId,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testSorting,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testBoundaryEvent,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testBoundaryEvent,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testBoundaryEvent,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testBoundaryEvent,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testEventBasedGateway,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testEventBasedGateway,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testParallelJoinEndTime,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testParallelJoinEndTime,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testParallelJoinEndTime,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Long Statement
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Magic Number
.,org.activiti.engine.test.history,HistoricActivityInstanceTest,testLoop,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstance,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstance,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Method
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Method
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceOrQuery,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQueryProcessFinished,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQueryProcessFinished,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuerySorting,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricTaskInstanceQuerySorting,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTask,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTask,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTask,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTask,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTaskWithDetails,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTaskWithDetails,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTaskWithDetails,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testHistoricIdentityLinksOnTaskWithDetails,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testInvalidSorting,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testVariableUpdateOrderHistoricTaskInstance,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testVariableUpdateOrderHistoricTaskInstance,Long Statement
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testVariableUpdateOrderHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testVariableUpdateOrderHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.history,HistoricTaskInstanceTest,testVariableUpdateOrderHistoricTaskInstance,Magic Number
.,org.activiti.engine.test.db,DeploymentPersistenceTest,testDeploymentPersistence,Long Statement
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Long Statement
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Long Statement
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Magic Number
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Magic Number
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Magic Number
.,org.activiti.engine.test.db,ConnectionPoolTest,testMyBatisConnectionPoolProperlyConfigured,Magic Number
.,org.activiti.engine.test.db,DatabaseTablePrefixTest,testPerformDatabaseSchemaOperationCreate,Long Statement
.,org.activiti.engine.test.db,DatabaseTablePrefixTest,testPerformDatabaseSchemaOperationCreate,Long Statement
.,org.activiti.engine.test.db,DatabaseTablePrefixTest,testPerformDatabaseSchemaOperationCreate,Long Statement
.,org.activiti.engine.test.db,DatabaseTablePrefixTest,testPerformDatabaseSchemaOperationCreate,Long Statement
.,org.activiti.engine.test.db,IdGeneratorDataSource,IdGeneratorDataSource,Magic Number
.,org.activiti.engine.test.db,IdGeneratorDataSourceTest,testIdGeneratorDataSource,Magic Number
.,org.activiti.engine.test.db,IdGeneratorDataSourceTest,testIdGeneratorDataSource,Magic Number
.,org.activiti.engine.test.db,IdGeneratorDataSourceTest,run,Magic Number
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Magic Number
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionEmptyArguments,Magic Number
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionNonExistingPI,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionNonExistingPI,Magic Number
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionPIIsSubExecution,Long Identifier
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionPIIsSubExecution,Long Statement
.,org.activiti.engine.test.db,ProcessInstanceMigrationTest,testSetProcessDefinitionVersionNonExistingPD,Long Statement
