Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,getName,3,1,0
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,getCorrelationKey,3,1,0
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,getVariables,3,1,0
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,hashCode,3,1,0
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,equals,7,4,1
.,org.activiti.api.process.model.payloads,ReceiveMessagePayload,toString,13,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,CreateProcessInstancePayload,3,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,CreateProcessInstancePayload,7,1,4
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,getProcessDefinitionId,3,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,getProcessDefinitionKey,3,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,getName,3,1,0
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,setName,3,1,1
.,org.activiti.api.process.model.payloads,CreateProcessInstancePayload,getBusinessKey,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,TimerPayload,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,getDuedate,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setDuedate,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,getEndDate,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setEndDate,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,getRetries,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setRetries,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,getMaxIterations,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setMaxIterations,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,getRepeat,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setRepeat,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,getExceptionMessage,3,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,setExceptionMessage,3,1,1
.,org.activiti.api.process.model.payloads,TimerPayload,hashCode,12,1,0
.,org.activiti.api.process.model.payloads,TimerPayload,equals,29,21,1
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,SetProcessVariablesPayload,3,1,0
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,SetProcessVariablesPayload,5,1,2
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,getProcessInstanceId,3,1,0
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,setProcessInstanceId,3,1,1
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,getVariables,3,1,0
.,org.activiti.api.process.model.payloads,SetProcessVariablesPayload,setVariables,3,1,1
.,org.activiti.api.process.model.payloads,SuspendProcessPayload,SuspendProcessPayload,3,1,0
.,org.activiti.api.process.model.payloads,SuspendProcessPayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,SuspendProcessPayload,SuspendProcessPayload,3,1,1
.,org.activiti.api.process.model.payloads,SuspendProcessPayload,getProcessInstanceId,3,1,0
.,org.activiti.api.process.model.payloads,SuspendProcessPayload,setProcessInstanceId,3,1,1
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,RemoveProcessVariablesPayload,3,1,0
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,RemoveProcessVariablesPayload,5,1,2
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,getId,3,1,0
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,getProcessInstanceId,3,1,0
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,setProcessInstanceId,3,1,1
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,getVariableNames,3,1,0
.,org.activiti.api.process.model.payloads,RemoveProcessVariablesPayload,setVariableNames,3,1,1
.,org.activiti.api.process.model.results,ProcessInstanceResult,ProcessInstanceResult,2,1,0
.,org.activiti.api.process.model.results,ProcessInstanceResult,ProcessInstanceResult,3,1,2
.,org.activiti.api.process.model.events,MessageSubscriptionCancelledEvent,getEventType,3,1,0
.,org.activiti.api.process.model.events,StartMessageDeployedEvent,getEventType,3,1,0
.,org.activiti.api.process.model.events,ExtendedProcessRuntimeEvent,getNestedProcessInstanceId,0,1,0
.,org.activiti.api.process.model.events,ExtendedProcessRuntimeEvent,getNestedProcessDefinitionId,0,1,0
.,org.activiti.api.process.model.events,ProcessDeployedEvent,getProcessModelContent,0,1,0
.,org.activiti.api.process.runtime,ProcessRuntime,configuration,0,1,0
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinition,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinitions,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinitions,0,1,2
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinitions,0,1,2
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinitions,0,1,3
.,org.activiti.api.process.runtime,ProcessRuntime,start,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,startCreatedProcess,0,1,2
.,org.activiti.api.process.runtime,ProcessRuntime,create,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processInstances,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processInstances,0,1,2
.,org.activiti.api.process.runtime,ProcessRuntime,processInstance,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,suspend,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,resume,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,delete,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,update,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,signal,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processDefinitionMeta,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,processInstanceMeta,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,variables,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,removeVariables,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,setVariables,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,receive,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,start,0,1,1
.,org.activiti.api.process.runtime,ProcessRuntime,selectLatestDeployment,0,1,0
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processDefinition,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processDefinitions,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processDefinitions,0,1,2
.,org.activiti.api.process.runtime,ProcessAdminRuntime,start,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processInstances,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processInstances,0,1,2
.,org.activiti.api.process.runtime,ProcessAdminRuntime,processInstance,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,delete,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,signal,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,suspend,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,resume,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,update,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,setVariables,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,removeVariables,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,variables,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,receive,0,1,1
.,org.activiti.api.process.runtime,ProcessAdminRuntime,start,0,1,1
.,org.activiti.api.process.runtime.events.listener,ProcessRuntimeEventListener,onEvent,0,1,1
.,org.activiti.api.process.runtime.conf,ProcessRuntimeConfiguration,processEventListeners,0,1,0
.,org.activiti.api.process.runtime.conf,ProcessRuntimeConfiguration,variableEventListeners,0,1,0
.,org.activiti.api.runtime.shared.identity,UserGroupManager,getUserGroups,0,1,1
.,org.activiti.api.runtime.shared.identity,UserGroupManager,getUserRoles,0,1,1
.,org.activiti.api.runtime.shared.identity,UserGroupManager,getGroups,0,1,0
.,org.activiti.api.runtime.shared.identity,UserGroupManager,getUsers,0,1,0
.,org.activiti.api.runtime.shared.security,PrincipalGroupsProvider,getGroups,0,1,1
.,org.activiti.api.runtime.shared.security,AbstractSecurityManager,AbstractSecurityManager,6,1,4
.,org.activiti.api.runtime.shared.security,AbstractSecurityManager,getAuthenticatedUserId,3,1,0
.,org.activiti.api.runtime.shared.security,AbstractSecurityManager,getAuthenticatedUserGroups,3,1,0
.,org.activiti.api.runtime.shared.security,AbstractSecurityManager,getAuthenticatedUserRoles,3,1,0
.,org.activiti.api.runtime.shared.security,AbstractSecurityManager,securityException,3,1,0
.,org.activiti.api.runtime.shared.security,PrincipalIdentityProvider,getUserId,3,1,1
.,org.activiti.api.runtime.shared.security,PrincipalRolesProvider,getRoles,0,1,1
.,org.activiti.api.runtime.shared.security,SecurityContextTokenProvider,getCurrentToken,0,1,0
.,org.activiti.api.runtime.shared.security,SecurityContextPrincipalProvider,getCurrentPrincipal,0,1,0
.,org.activiti.api.runtime.shared.security,SecurityManager,getAuthenticatedUserId,0,1,0
.,org.activiti.api.runtime.shared.security,SecurityManager,getAuthenticatedUserGroups,0,1,0
.,org.activiti.api.runtime.shared.security,SecurityManager,getAuthenticatedUserRoles,0,1,0
.,org.activiti.api.runtime.shared,UnprocessableEntityException,UnprocessableEntityException,3,1,1
.,org.activiti.api.runtime.shared,NotFoundException,NotFoundException,3,1,1
.,org.activiti.api.runtime.shared.events,VariableEventListener,onEvent,0,1,1
.,org.activiti.api.runtime.shared.query,Page,getContent,0,1,0
.,org.activiti.api.runtime.shared.query,Page,getTotalItems,0,1,0
.,org.activiti.api.runtime.shared.query,Order,Order,3,1,1
.,org.activiti.api.runtime.shared.query,Order,Order,4,1,2
.,org.activiti.api.runtime.shared.query,Order,getProperty,3,1,0
.,org.activiti.api.runtime.shared.query,Order,getDirection,3,1,0
.,org.activiti.api.runtime.shared.query,Order,by,3,1,2
.,org.activiti.api.runtime.shared.query,Pageable,Pageable,5,1,3
.,org.activiti.api.runtime.shared.query,Pageable,of,3,1,2
.,org.activiti.api.runtime.shared.query,Pageable,of,3,1,3
.,org.activiti.api.runtime.shared.query,Pageable,getStartIndex,3,1,0
.,org.activiti.api.runtime.shared.query,Pageable,getMaxItems,3,1,0
.,org.activiti.api.runtime.shared.query,Pageable,getOrder,3,1,0
.,org.activiti.api.task.runtime,TaskAdminRuntime,delete,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,task,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,tasks,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,tasks,0,1,2
.,org.activiti.api.task.runtime,TaskAdminRuntime,claim,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,release,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,complete,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,update,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,createVariable,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,updateVariable,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,variables,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,assign,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,assignMultiple,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,addCandidateUsers,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,deleteCandidateUsers,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,addCandidateGroups,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,deleteCandidateGroups,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,userCandidates,0,1,1
.,org.activiti.api.task.runtime,TaskAdminRuntime,groupCandidates,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,configuration,0,1,0
.,org.activiti.api.task.runtime,TaskRuntime,task,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,tasks,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,tasks,0,1,2
.,org.activiti.api.task.runtime,TaskRuntime,create,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,claim,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,release,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,complete,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,save,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,update,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,delete,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,createVariable,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,updateVariable,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,variables,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,addCandidateUsers,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,deleteCandidateUsers,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,addCandidateGroups,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,deleteCandidateGroups,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,userCandidates,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,groupCandidates,0,1,1
.,org.activiti.api.task.runtime,TaskRuntime,assign,0,1,1
.,org.activiti.api.task.runtime.events.listener,TaskRuntimeEventListener,onEvent,0,1,1
.,org.activiti.api.task.runtime.conf,TaskRuntimeConfiguration,taskRuntimeEventListeners,0,1,0
.,org.activiti.api.task.runtime.conf,TaskRuntimeConfiguration,variableEventListeners,0,1,0
.,org.activiti.api.model.shared,Payload,getId,0,1,0
.,org.activiti.api.model.shared,Result,Result,2,1,0
.,org.activiti.api.model.shared,Result,Result,4,1,2
.,org.activiti.api.model.shared,Result,getPayload,3,1,0
.,org.activiti.api.model.shared,Result,getEntity,3,1,0
.,org.activiti.api.model.shared,EmptyResult,EmptyResult,2,1,0
.,org.activiti.api.model.shared,EmptyResult,EmptyResult,3,1,1
.,org.activiti.api.model.shared.model,ApplicationElement,getAppVersion,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,getName,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,getType,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,getProcessInstanceId,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,getTaskId,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,isTaskVariable,0,1,0
.,org.activiti.api.model.shared.model,VariableInstance,getValue,0,1,0
.,org.activiti.api.model.shared.model,ActivitiErrorMessage,getCode,0,1,0
.,org.activiti.api.model.shared.model,ActivitiErrorMessage,getMessage,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getId,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getEntity,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getTimestamp,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getEventType,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getProcessInstanceId,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getParentProcessInstanceId,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getProcessDefinitionId,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getProcessDefinitionKey,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getProcessDefinitionVersion,0,1,0
.,org.activiti.api.model.shared.event,RuntimeEvent,getBusinessKey,0,1,0
.,org.activiti.api.model.shared.event,VariableUpdatedEvent,getPreviousValue,0,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReaderIT,shouldReadExtensionFromJsonFile,8,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReaderIT,shouldReadTemplateExtensionFromJsonFile,21,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReaderIT,shouldReadAnalyticsExtensionFromJsonFile,9,1,0
.,org.activiti.spring.process,ProcessExtensionTestApplication,main,3,1,1
.,org.activiti.spring.process,ProcessExtensionResourceReaderTest,shouldSelectFileWithSuffixHyphenExtensionsDotJson,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReaderTest,shouldNotSelectSelectJsonFileWithoutSuffixHyphenExtensionsDotJson,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReader,ProcessExtensionResourceReader,4,1,2
.,org.activiti.spring.process,ProcessExtensionResourceReader,getResourceNameSelector,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceReader,read,5,1,1
.,org.activiti.spring.process,ProcessExtensionResourceReader,convertJsonVariables,10,4,1
.,org.activiti.spring.process,ProcessExtensionResourceReader,saveVariableAsJsonObject,7,3,1
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,ProcessExtensionResourceFinderDescriptor,6,1,3
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,getLocationSuffixes,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,getLocationPrefix,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,shouldLookUpResources,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,getMsgForEmptyResources,3,1,0
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,getMsgForResourcesFound,3,1,1
.,org.activiti.spring.process,ProcessExtensionResourceFinderDescriptor,validate,2,1,1
.,org.activiti.spring.process,ProcessExtensionService,ProcessExtensionService,4,1,2
.,org.activiti.spring.process,ProcessExtensionService,getProcessExtensionsForDeploymentId,10,2,1
.,org.activiti.spring.process,ProcessExtensionService,buildProcessDefinitionAndExtensionMap,7,2,1
.,org.activiti.spring.process,ProcessExtensionService,hasExtensionsFor,3,1,1
.,org.activiti.spring.process,ProcessExtensionService,hasExtensionsFor,4,1,1
.,org.activiti.spring.process,ProcessExtensionService,getExtensionsFor,5,1,1
.,org.activiti.spring.process,ProcessExtensionService,getExtensionsForId,5,1,1
.,org.activiti.spring.process,ProcessExtensionService,setRepositoryService,3,1,1
.,org.activiti.spring.process,CachingProcessExtensionService,CachingProcessExtensionService,3,1,1
.,org.activiti.spring.process,CachingProcessExtensionService,getExtensionsForId,3,1,1
.,org.activiti.spring.process,ProcessVariablesInitiatorIT,calculateVariablesFromExtensionFileShouldReturnVariablesWithDefaultValues,11,1,0
.,org.activiti.spring.process,ProcessVariablesInitiatorIT,calculateVariablesFromExtensionFileShouldGivePriorityToProvidedValuesOverDefaultValues,11,1,0
.,org.activiti.spring.process,ProcessVariablesInitiatorIT,calculateVariablesFromExtensionFileShouldThrowExceptionWhenMandatoryVariableIsMissing,11,1,0
.,org.activiti.spring.process,ProcessVariablesInitiatorIT,calculateVariablesFromExtensionFileShouldThrowExceptionWhenProvidedValueHasNotTheSameTypeAsInTheDefinition,11,1,0
.,org.activiti.spring.process,ProcessVariablesInitiatorIT,calculateVariablesFromExtensionFileShouldReturnMapWhenVariableIsJson,13,1,0
.,org.activiti.spring.process,ProcessVariablesInitiator,ProcessVariablesInitiator,7,1,5
.,org.activiti.spring.process,ProcessVariablesInitiator,calculateVariablesFromExtensionFile,17,4,2
.,org.activiti.spring.process,ProcessVariablesInitiator,calculateOutputVariables,11,3,3
.,org.activiti.spring.process,ProcessVariablesInitiator,processVariables,20,4,2
.,org.activiti.spring.process,ProcessVariablesInitiator,createDefaultVariableValue,3,1,1
.,org.activiti.spring.process,ProcessVariablesInitiator,checkRequiredVariables,10,2,2
.,org.activiti.spring.process,ProcessVariablesInitiator,validateVariablesAgainstDefinitions,12,3,2
.,org.activiti.spring.process,ProcessVariablesInitiator,startProcessInstance,5,1,5
.,org.activiti.spring.process.variable.types,BigDecimalVariableTypeTest,should_returnException_when_validatingNotNumericType,7,1,0
.,org.activiti.spring.process.variable.types,BigDecimalVariableTypeTest,should_returnEmptyExceptionList_when_validatingNumericType,8,1,0
.,org.activiti.spring.process.variable.types,BigDecimalVariableTypeTest,should_returnAccurateResult_whenParsingDoubleValue,8,1,0
.,org.activiti.spring.process.variable.types,DateVariableTypeTest,setUp,4,1,0
.,org.activiti.spring.process.variable.types,DateVariableTypeTest,should_returnDate_when_parseValidString,4,1,0
.,org.activiti.spring.process.variable.types,DateVariableTypeTest,should_throwException_when_parseInvalidString,4,1,0
.,org.activiti.spring.process.variable.types,DateVariableTypeTest,should_returnExpressionString_when_parseValidExpression,5,1,0
.,org.activiti.spring.process.variable.types,JsonObjectVariableTypeTest,setUp,4,1,0
.,org.activiti.spring.process.variable.types,JsonObjectVariableTypeTest,should_returnException_when_validateValueNotAssignableToClass,4,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableTypeTest,setUp,3,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableTypeTest,should_returnException_when_validateValueNotAssignableToClass,5,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableTypeTest,should_returnEmptyErrorList_when_validateValueAssignableToClass,9,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableTypeTest,should_returnEmptyErrorList_when_validateValidExpression,5,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableTypeTest,should_returnException_when_validateIncompleteExpression,5,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableType,JavaObjectVariableType,3,1,1
.,org.activiti.spring.process.variable.types,JavaObjectVariableType,getClazz,3,1,0
.,org.activiti.spring.process.variable.types,JavaObjectVariableType,setClazz,3,1,1
.,org.activiti.spring.process.variable.types,JavaObjectVariableType,validate,7,2,2
.,org.activiti.spring.process.variable.types,VariableType,getName,3,1,0
.,org.activiti.spring.process.variable.types,VariableType,setName,3,1,1
.,org.activiti.spring.process.variable.types,VariableType,validate,0,1,2
.,org.activiti.spring.process.variable.types,VariableType,parseFromValue,3,1,1
.,org.activiti.spring.process.variable.types,VariableType,isExpression,3,1,1
.,org.activiti.spring.process.variable.types,DateVariableType,DateVariableType,4,1,2
.,org.activiti.spring.process.variable.types,DateVariableType,validate,3,1,2
.,org.activiti.spring.process.variable.types,DateVariableType,parseFromValue,11,2,1
.,org.activiti.spring.process.variable.types,BigDecimalVariableType,parseFromValue,14,3,1
.,org.activiti.spring.process.variable.types,BigDecimalVariableType,validate,7,2,2
.,org.activiti.spring.process.variable.types,JsonObjectVariableType,JsonObjectVariableType,3,1,1
.,org.activiti.spring.process.variable.types,JsonObjectVariableType,getObjectMapper,3,1,0
.,org.activiti.spring.process.variable.types,JsonObjectVariableType,setObjectMapper,3,1,1
.,org.activiti.spring.process.variable.types,JsonObjectVariableType,validate,12,3,2
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseBooleanVariable,3,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseStringVariable,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseIntegerVariable,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseBigdecimalVariable,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDateVariableFromDateObject,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDateVariableFromString,6,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDateVariableFromEpoch,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDatetimeVariableFromDateObject,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDatetimeVariableFromString,6,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,shouldParseDatetimeVariableFromEpoch,4,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,should_ReturnSameObject_whenAssignedVariableTypeIsJsonObjectVariableType,8,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,should_ThrowActivitiException_whenParsingBigdecimalFromInvalidValue,3,1,0
.,org.activiti.spring.process.variable,VariableParsingServiceTest,should_ThrowActivitiException_whenParsingDateFromInvalidValue,3,1,0
.,org.activiti.spring.process.variable,VariableParsingService,VariableParsingService,3,1,1
.,org.activiti.spring.process.variable,VariableParsingService,parse,7,2,1
.,org.activiti.spring.process.variable,VariableValidationService,VariableValidationService,3,1,1
.,org.activiti.spring.process.variable,VariableValidationService,validate,3,1,2
.,org.activiti.spring.process.variable,VariableValidationService,validateWithErrors,15,3,2
.,org.activiti.spring.process.model,ExtensionTest,should_bothHasMappingTypeInputsAndOutputsReturnTrue_when_thereIsMappingTypeMAP_ALL,9,1,0
.,org.activiti.spring.process.model,ExtensionTest,should_onlyHasMappingTypeInputsReturnTrue_when_thereIsMappingTypeMAP_ALL_INPUTS,9,1,0
.,org.activiti.spring.process.model,ExtensionTest,should_onlyHasMappingTypeOutputsReturnTrue_when_thereIsMappingTypeMAP_ALL_OUTPUTS,9,1,0
.,org.activiti.spring.process.model,ExtensionTest,should_hasMappingReturnTrue_when_thereIsMapping,7,1,0
.,org.activiti.spring.process.model,ExtensionTest,should_hasMappingReturnFalse_when_thereIsNoMapping,4,1,0
.,org.activiti.spring.process.model,ExtensionTest,findAssigneeTemplateForTask_should_returnTemplate_when_templateIsDefined,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,findAssigneeTemplateForTask_should_returnEmpty_when_noTemplatesForTask,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,findAssigneeTemplateForTask_should_returnEmpty_when_onlyCandidateTemplate,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,findCandidateTemplateForTask_should_returnTemplate_when_templateIsDefined,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,findCandidateTemplateForTask_should_returnEmpty_when_onlyAssigneeCandidate,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,findCandidateTemplateForTask_should_returnEmpty_when_noTemplatesForTask,8,1,0
.,org.activiti.spring.process.model,ExtensionTest,should_readAssignmentDefinitionExtension,8,1,0
.,org.activiti.spring.process.model,Extension,getProperties,3,1,0
.,org.activiti.spring.process.model,Extension,setProperties,3,1,1
.,org.activiti.spring.process.model,Extension,getMappings,3,1,0
.,org.activiti.spring.process.model,Extension,setMappings,3,1,1
.,org.activiti.spring.process.model,Extension,getConstants,3,1,0
.,org.activiti.spring.process.model,Extension,setConstants,3,1,1
.,org.activiti.spring.process.model,Extension,getConstantForFlowElement,4,1,1
.,org.activiti.spring.process.model,Extension,getMappingForFlowElement,4,1,1
.,org.activiti.spring.process.model,Extension,findAssigneeTemplateForTask,3,1,1
.,org.activiti.spring.process.model,Extension,findCandidateTemplateForTask,3,1,1
.,org.activiti.spring.process.model,Extension,getProperty,3,1,1
.,org.activiti.spring.process.model,Extension,getPropertyByName,12,5,1
.,org.activiti.spring.process.model,Extension,hasMapping,3,1,1
.,org.activiti.spring.process.model,Extension,shouldMapAllInputs,4,1,1
.,org.activiti.spring.process.model,Extension,shouldMapAllOutputs,4,1,1
.,org.activiti.spring.process.model,Extension,getTemplates,3,1,0
.,org.activiti.spring.process.model,Extension,setTemplates,3,1,1
.,org.activiti.spring.process.model,Extension,getAssignments,3,1,0
.,org.activiti.spring.process.model,Extension,setAssignments,3,1,1
.,org.activiti.spring.process.model,ProcessVariablesMapping,getInputs,3,1,0
.,org.activiti.spring.process.model,ProcessVariablesMapping,setInputs,3,1,1
.,org.activiti.spring.process.model,ProcessVariablesMapping,getInputMapping,3,1,1
.,org.activiti.spring.process.model,ProcessVariablesMapping,getOutputs,3,1,0
